"Year","BEST_CNTY_NAME","BSNS_SGMNT","Facility_visit","claim_type","total_count"
2010,"BROOME","DIRECT PAY POS","Professional",0,704
2010,"BROOME","FAMILY HEALTH PLUS","Emergency Room",0,12986
2010,"BROOME","FAMILY HEALTH PLUS","Emergency Room",1,26
2010,"BROOME","FAMILY HEALTH PLUS","Inpatient",0,2388
2010,"BROOME","FAMILY HEALTH PLUS","Other",0,3139
2010,"BROOME","FAMILY HEALTH PLUS","Other",1,4
2010,"BROOME","FAMILY HEALTH PLUS","Outpatient",0,27317
2010,"BROOME","FAMILY HEALTH PLUS","Professional",0,37265
2010,"BROOME","HEALTHY NEW YORK","Emergency Room",0,1265
2010,"BROOME","HEALTHY NEW YORK","Inpatient",0,524
2010,"BROOME","HEALTHY NEW YORK","Other",0,210
2010,"BROOME","HEALTHY NEW YORK","Outpatient",0,6408
2010,"BROOME","HEALTHY NEW YORK","Professional",0,11062
2010,"BROOME","HEALTHY NEW YORK","Professional",1,2
2010,"BROOME","MEDICAID","Emergency Room",0,115792
2010,"BROOME","MEDICAID","Emergency Room",1,140
2010,"BROOME","MEDICAID","Inpatient",0,30732
2010,"BROOME","MEDICAID","Inpatient",1,171
2010,"BROOME","MEDICAID","Other",0,20713
2010,"BROOME","MEDICAID","Outpatient",0,152774
2010,"BROOME","MEDICAID","Professional",0,278355
2010,"BROOME","MEDICAID","Professional",1,18
2010,"BROOME","MEDICARE","Emergency Room",0,26805
2010,"BROOME","MEDICARE","Emergency Room",1,15
2010,"BROOME","MEDICARE","Inpatient",0,29801
2010,"BROOME","MEDICARE","Other",0,26213
2010,"BROOME","MEDICARE","Outpatient",0,123568
2010,"BROOME","MEDICARE","Professional",0,187094
2010,"BROOME","MEDICARE","Professional",1,1
2010,"BROOME","SSA","Emergency Room",0,1451
2010,"BROOME","SSA","Inpatient",0,763
2010,"BROOME","SSA","Other",0,625
2010,"BROOME","SSA","Outpatient",0,3056
2010,"BROOME","SSA","Professional",0,35474
2010,"BROOME","VALUMED","Emergency Room",0,120
2010,"BROOME","VALUMED","Inpatient",0,85
2010,"BROOME","VALUMED","Other",0,48
2010,"BROOME","VALUMED","Outpatient",0,680
2010,"BROOME","VALUMED","Professional",0,828
2010,"CATTARAUGUS","<UNKNOWN>","Emergency Room",0,141
2010,"CATTARAUGUS","<UNKNOWN>","Inpatient",0,19
2010,"CATTARAUGUS","<UNKNOWN>","Other",0,35
2010,"CATTARAUGUS","<UNKNOWN>","Outpatient",0,69
2010,"CATTARAUGUS","<UNKNOWN>","Professional",0,527
2010,"CATTARAUGUS","CHILD HEALTH PLUS","Emergency Room",0,289
2010,"CATTARAUGUS","CHILD HEALTH PLUS","Inpatient",0,59
2010,"CATTARAUGUS","CHILD HEALTH PLUS","Other",0,283
2010,"CATTARAUGUS","CHILD HEALTH PLUS","Outpatient",0,901
2010,"CATTARAUGUS","CHILD HEALTH PLUS","Professional",0,3357
2010,"CATTARAUGUS","COMMERCIAL","Emergency Room",0,5768
2010,"CATTARAUGUS","COMMERCIAL","Inpatient",0,2015
2010,"CATTARAUGUS","COMMERCIAL","Other",0,2427
2010,"CATTARAUGUS","COMMERCIAL","Outpatient",0,12980
2010,"CATTARAUGUS","COMMERCIAL","Professional",0,45403
2010,"CATTARAUGUS","DIRECT PAY HMO","Other",0,7
2010,"CATTARAUGUS","DIRECT PAY HMO","Outpatient",0,47
2010,"CATTARAUGUS","DIRECT PAY HMO","Professional",0,32
2010,"CATTARAUGUS","DIRECT PAY POS","Professional",0,1
2010,"CATTARAUGUS","FAMILY HEALTH PLUS","Emergency Room",0,613
2010,"CATTARAUGUS","FAMILY HEALTH PLUS","Inpatient",0,419
2010,"CATTARAUGUS","FAMILY HEALTH PLUS","Other",0,479
2010,"CATTARAUGUS","FAMILY HEALTH PLUS","Outpatient",0,3524
2010,"CATTARAUGUS","FAMILY HEALTH PLUS","Professional",0,6999
2010,"CATTARAUGUS","HEALTHY NEW YORK","Emergency Room",0,269
2010,"CATTARAUGUS","HEALTHY NEW YORK","Inpatient",0,393
2010,"CATTARAUGUS","HEALTHY NEW YORK","Inpatient",1,17
2010,"CATTARAUGUS","HEALTHY NEW YORK","Other",0,74
2010,"CATTARAUGUS","HEALTHY NEW YORK","Outpatient",0,2660
2010,"CATTARAUGUS","HEALTHY NEW YORK","Professional",0,4897
2010,"CATTARAUGUS","HEALTHY NEW YORK","Professional",1,3
2010,"CATTARAUGUS","HEALTHY NEW YORK PLUS","Outpatient",0,6
2010,"CATTARAUGUS","HEALTHY NEW YORK PLUS","Professional",0,2
2010,"CATTARAUGUS","MEDICAID","Emergency Room",0,3393
2010,"CATTARAUGUS","MEDICAID","Inpatient",0,3827
2010,"CATTARAUGUS","MEDICAID","Inpatient",1,38
2010,"CATTARAUGUS","MEDICAID","Other",0,2838
2010,"CATTARAUGUS","MEDICAID","Outpatient",0,13347
2010,"CATTARAUGUS","MEDICAID","Professional",0,31814
2010,"CATTARAUGUS","MEDICAID","Professional",1,1
2010,"CATTARAUGUS","MEDICARE","Emergency Room",0,762
2010,"CATTARAUGUS","MEDICARE","Inpatient",0,5023
2010,"CATTARAUGUS","MEDICARE","Other",0,3127
2010,"CATTARAUGUS","MEDICARE","Outpatient",0,14667
2010,"CATTARAUGUS","MEDICARE","Professional",0,24388
2010,"CATTARAUGUS","MEDICARE","Professional",1,11
2010,"CATTARAUGUS","SSA","Emergency Room",0,18
2010,"CATTARAUGUS","SSA","Inpatient",0,4
2010,"CATTARAUGUS","SSA","Outpatient",0,95
2010,"CATTARAUGUS","SSA","Professional",0,281
2010,"CATTARAUGUS","VALUMED","Emergency Room",0,2
2010,"CATTARAUGUS","VALUMED","Inpatient",0,45
2010,"CATTARAUGUS","VALUMED","Other",0,58
2010,"CATTARAUGUS","VALUMED","Outpatient",0,195
2010,"CATTARAUGUS","VALUMED","Professional",0,436
2010,"CAYUGA","<UNKNOWN>","Emergency Room",0,126
2010,"CAYUGA","<UNKNOWN>","Inpatient",0,144
2010,"CAYUGA","<UNKNOWN>","Other",0,62
2010,"CAYUGA","<UNKNOWN>","Outpatient",0,357
2010,"CAYUGA","<UNKNOWN>","Professional",0,2943
2010,"CAYUGA","CHILD HEALTH PLUS","Emergency Room",0,2631
2010,"CAYUGA","CHILD HEALTH PLUS","Emergency Room",1,13
2010,"CAYUGA","CHILD HEALTH PLUS","Inpatient",0,544
2010,"CAYUGA","CHILD HEALTH PLUS","Other",0,1091
2010,"CAYUGA","CHILD HEALTH PLUS","Outpatient",0,5178
2010,"CAYUGA","CHILD HEALTH PLUS","Professional",0,16973
2010,"CAYUGA","COMMERCIAL","Emergency Room",0,43162
2010,"CAYUGA","COMMERCIAL","Emergency Room",1,30
2010,"CAYUGA","COMMERCIAL","Inpatient",0,17431
2010,"CAYUGA","COMMERCIAL","Inpatient",1,45
2010,"CAYUGA","COMMERCIAL","Other",0,37071
2010,"CAYUGA","COMMERCIAL","Outpatient",0,135487
2010,"CAYUGA","COMMERCIAL","Professional",0,478029
2010,"CAYUGA","COMMERCIAL","Professional",1,2
2010,"CAYUGA","DIRECT PAY HMO","Inpatient",0,1
2010,"CAYUGA","DIRECT PAY HMO","Other",0,9
2010,"CAYUGA","DIRECT PAY HMO","Outpatient",0,80
2010,"CAYUGA","DIRECT PAY HMO","Professional",0,228
2010,"CAYUGA","DIRECT PAY POS","Emergency Room",0,27
2010,"CAYUGA","DIRECT PAY POS","Inpatient",0,115
2010,"CAYUGA","DIRECT PAY POS","Other",0,38
2010,"CAYUGA","DIRECT PAY POS","Outpatient",0,89
2010,"CAYUGA","DIRECT PAY POS","Professional",0,395
2010,"CAYUGA","FAMILY HEALTH PLUS","Other",0,2
2010,"CAYUGA","FAMILY HEALTH PLUS","Outpatient",0,6
2010,"CAYUGA","FAMILY HEALTH PLUS","Professional",0,6
2010,"CAYUGA","HEALTHY NEW YORK","Emergency Room",0,455
2010,"CAYUGA","HEALTHY NEW YORK","Inpatient",0,190
2010,"CAYUGA","HEALTHY NEW YORK","Other",0,80
2010,"CAYUGA","HEALTHY NEW YORK","Outpatient",0,1576
2010,"CAYUGA","HEALTHY NEW YORK","Professional",0,5610
2010,"CAYUGA","MEDICAID","Emergency Room",0,79
2010,"CAYUGA","MEDICAID","Inpatient",0,73
2010,"CAYUGA","MEDICAID","Other",0,43
2010,"CAYUGA","MEDICAID","Outpatient",0,236
2010,"CAYUGA","MEDICAID","Professional",0,368
2010,"CAYUGA","MEDICARE","Emergency Room",0,6372
2010,"CAYUGA","MEDICARE","Inpatient",0,7188
2010,"CAYUGA","MEDICARE","Other",0,9389
2010,"CAYUGA","MEDICARE","Outpatient",0,18518
2010,"CAYUGA","MEDICARE","Professional",0,54208
2010,"CAYUGA","SSA","Emergency Room",0,753
2010,"CAYUGA","SSA","Inpatient",0,231
2010,"CAYUGA","SSA","Other",0,482
2010,"CAYUGA","SSA","Outpatient",0,1805
2010,"CAYUGA","SSA","Professional",0,15498
2010,"CAYUGA","VALUMED","Emergency Room",0,78
2010,"CAYUGA","VALUMED","Inpatient",0,83
2010,"CAYUGA","VALUMED","Other",0,10
2010,"CAYUGA","VALUMED","Outpatient",0,88
2010,"CAYUGA","VALUMED","Professional",0,366
2010,"CHAUTAUQUA","<UNKNOWN>","Emergency Room",0,217
2010,"CHAUTAUQUA","<UNKNOWN>","Other",0,59
2010,"CHAUTAUQUA","<UNKNOWN>","Outpatient",0,155
2010,"CHAUTAUQUA","<UNKNOWN>","Professional",0,1183
2010,"CHAUTAUQUA","CHILD HEALTH PLUS","Emergency Room",0,77
2010,"CHAUTAUQUA","CHILD HEALTH PLUS","Other",0,71
2010,"CHAUTAUQUA","CHILD HEALTH PLUS","Outpatient",0,369
2010,"CHAUTAUQUA","CHILD HEALTH PLUS","Professional",0,1077
2010,"CHAUTAUQUA","COMMERCIAL","Emergency Room",0,19580
2010,"CHAUTAUQUA","COMMERCIAL","Emergency Room",1,1
2010,"CHAUTAUQUA","COMMERCIAL","Inpatient",0,6419
2010,"CHAUTAUQUA","COMMERCIAL","Inpatient",1,41
2010,"CHAUTAUQUA","COMMERCIAL","Other",0,9352
2010,"CHAUTAUQUA","COMMERCIAL","Outpatient",0,75061
2010,"CHAUTAUQUA","COMMERCIAL","Professional",0,150603
2010,"CHAUTAUQUA","COMMERCIAL","Professional",1,41
2010,"CHAUTAUQUA","DIRECT PAY HMO","Emergency Room",0,8
2010,"CHAUTAUQUA","DIRECT PAY HMO","Other",0,1
2010,"CHAUTAUQUA","DIRECT PAY HMO","Outpatient",0,114
2010,"CHAUTAUQUA","DIRECT PAY HMO","Professional",0,216
2010,"CHAUTAUQUA","DIRECT PAY POS","Inpatient",0,10
2010,"CHAUTAUQUA","DIRECT PAY POS","Other",0,7
2010,"CHAUTAUQUA","DIRECT PAY POS","Outpatient",0,150
2010,"CHAUTAUQUA","DIRECT PAY POS","Professional",0,186
2010,"CHAUTAUQUA","FAMILY HEALTH PLUS","Emergency Room",0,111
2010,"CHAUTAUQUA","FAMILY HEALTH PLUS","Emergency Room",1,1
2010,"CHAUTAUQUA","FAMILY HEALTH PLUS","Inpatient",0,52
2010,"CHAUTAUQUA","FAMILY HEALTH PLUS","Other",0,117
2010,"CHAUTAUQUA","FAMILY HEALTH PLUS","Outpatient",0,1011
2010,"CHAUTAUQUA","FAMILY HEALTH PLUS","Professional",0,1347
2010,"CHAUTAUQUA","HEALTHY NEW YORK","Emergency Room",0,379
2010,"CHAUTAUQUA","HEALTHY NEW YORK","Inpatient",0,896
2010,"CHAUTAUQUA","HEALTHY NEW YORK","Other",0,288
2010,"CHAUTAUQUA","HEALTHY NEW YORK","Outpatient",0,9941
2010,"CHAUTAUQUA","HEALTHY NEW YORK","Professional",0,12145
2010,"CHAUTAUQUA","HEALTHY NEW YORK","Professional",1,1
2010,"CHAUTAUQUA","HEALTHY NEW YORK PLUS","Outpatient",0,21
2010,"CHAUTAUQUA","HEALTHY NEW YORK PLUS","Professional",0,18
2010,"CHAUTAUQUA","MEDICAID","Emergency Room",0,1166
2010,"CHAUTAUQUA","MEDICAID","Emergency Room",1,1
2010,"CHAUTAUQUA","MEDICAID","Inpatient",0,742
2010,"CHAUTAUQUA","MEDICAID","Other",0,941
2010,"CHAUTAUQUA","MEDICAID","Outpatient",0,5631
2010,"CHAUTAUQUA","MEDICAID","Professional",0,9317
2010,"CHAUTAUQUA","MEDICAID","Professional",1,13
2010,"CHAUTAUQUA","MEDICARE","Emergency Room",0,2844
2010,"CHAUTAUQUA","MEDICARE","Emergency Room",1,1
2010,"CHAUTAUQUA","MEDICARE","Inpatient",0,13894
2010,"CHAUTAUQUA","MEDICARE","Inpatient",1,30
2010,"CHAUTAUQUA","MEDICARE","Other",0,11787
2010,"CHAUTAUQUA","MEDICARE","Outpatient",0,70752
2010,"CHAUTAUQUA","MEDICARE","Professional",0,98144
2010,"CHAUTAUQUA","MEDICARE","Professional",1,45
2010,"CHAUTAUQUA","SSA","Emergency Room",0,122
2010,"CHAUTAUQUA","SSA","Inpatient",0,67
2010,"CHAUTAUQUA","SSA","Other",0,26
2010,"CHAUTAUQUA","SSA","Outpatient",0,346
2010,"CHAUTAUQUA","SSA","Professional",0,645
2010,"CHAUTAUQUA","VALUMED","Emergency Room",0,5
2010,"CHAUTAUQUA","VALUMED","Inpatient",0,75
2010,"CHAUTAUQUA","VALUMED","Other",0,10
2010,"CHAUTAUQUA","VALUMED","Outpatient",0,550
2010,"CHAUTAUQUA","VALUMED","Professional",0,676
2010,"CHEMUNG","<UNKNOWN>","Emergency Room",0,228
2010,"CHEMUNG","<UNKNOWN>","Inpatient",0,153
2010,"CHEMUNG","<UNKNOWN>","Other",0,146
2010,"CHEMUNG","<UNKNOWN>","Outpatient",0,331
2010,"CHEMUNG","<UNKNOWN>","Professional",0,1540
2010,"CHEMUNG","CHILD HEALTH PLUS","Emergency Room",0,2322
2010,"CHEMUNG","CHILD HEALTH PLUS","Inpatient",0,315
2010,"CHEMUNG","CHILD HEALTH PLUS","Other",0,967
2010,"CHEMUNG","CHILD HEALTH PLUS","Outpatient",0,3349
2010,"CHEMUNG","CHILD HEALTH PLUS","Professional",0,11431
2010,"CHEMUNG","COMMERCIAL","Emergency Room",0,45237
2010,"CHEMUNG","COMMERCIAL","Emergency Room",1,49
2010,"CHEMUNG","COMMERCIAL","Inpatient",0,22514
2010,"CHEMUNG","COMMERCIAL","Inpatient",1,31
2010,"CHEMUNG","COMMERCIAL","Other",0,31893
2010,"CHEMUNG","COMMERCIAL","Other",1,2
2010,"CHEMUNG","COMMERCIAL","Outpatient",0,159947
2010,"CHEMUNG","COMMERCIAL","Professional",0,277746
2010,"CHEMUNG","COMMERCIAL","Professional",1,4
2010,"CHEMUNG","DIRECT PAY POS","Emergency Room",0,24
2010,"CHEMUNG","DIRECT PAY POS","Other",0,9
2010,"CHEMUNG","DIRECT PAY POS","Outpatient",0,186
2010,"CHEMUNG","DIRECT PAY POS","Professional",0,283
2010,"CHEMUNG","FAMILY HEALTH PLUS","Emergency Room",0,7250
2010,"CHEMUNG","FAMILY HEALTH PLUS","Emergency Room",1,1
2010,"CHEMUNG","FAMILY HEALTH PLUS","Inpatient",0,1914
2010,"CHEMUNG","FAMILY HEALTH PLUS","Other",0,1420
2010,"CHEMUNG","FAMILY HEALTH PLUS","Outpatient",0,12143
2010,"CHEMUNG","FAMILY HEALTH PLUS","Professional",0,16327
2010,"CHEMUNG","FAMILY HEALTH PLUS","Professional",1,1
2010,"CHEMUNG","HEALTHY NEW YORK","Emergency Room",0,452
2010,"CHEMUNG","HEALTHY NEW YORK","Inpatient",0,329
2010,"CHEMUNG","HEALTHY NEW YORK","Other",0,57
2010,"CHEMUNG","HEALTHY NEW YORK","Outpatient",0,3779
2010,"CHEMUNG","HEALTHY NEW YORK","Professional",0,4807
2010,"CHEMUNG","HEALTHY NEW YORK PLUS","Emergency Room",0,1
2010,"CHEMUNG","HEALTHY NEW YORK PLUS","Inpatient",0,44
2010,"CHEMUNG","HEALTHY NEW YORK PLUS","Outpatient",0,19
2010,"CHEMUNG","HEALTHY NEW YORK PLUS","Professional",0,61
2010,"CHEMUNG","MEDICAID","Emergency Room",0,134
2010,"CHEMUNG","MEDICAID","Inpatient",0,45
2010,"CHEMUNG","MEDICAID","Other",0,15
2010,"CHEMUNG","MEDICAID","Outpatient",0,90
2010,"CHEMUNG","MEDICAID","Professional",0,141
2010,"CHEMUNG","MEDICARE","Emergency Room",0,14459
2010,"CHEMUNG","MEDICARE","Emergency Room",1,1
2010,"CHEMUNG","MEDICARE","Inpatient",0,23086
2010,"CHEMUNG","MEDICARE","Other",0,18412
2010,"CHEMUNG","MEDICARE","Outpatient",0,78735
2010,"CHEMUNG","MEDICARE","Professional",0,111101
2010,"CHEMUNG","SSA","Emergency Room",0,2533
2010,"CHEMUNG","SSA","Inpatient",0,1157
2010,"CHEMUNG","SSA","Inpatient",1,6
2010,"CHEMUNG","SSA","Other",0,1070
2010,"CHEMUNG","SSA","Outpatient",0,4048
2010,"CHEMUNG","SSA","Professional",0,34687
2010,"CHEMUNG","SSA","Professional",1,3
2010,"CHEMUNG","VALUMED","Emergency Room",0,81
2010,"CHEMUNG","VALUMED","Inpatient",0,112
2010,"CHEMUNG","VALUMED","Other",0,12
2010,"CHEMUNG","VALUMED","Outpatient",0,313
2010,"CHEMUNG","VALUMED","Professional",0,449
2010,"CHENANGO","<UNKNOWN>","Emergency Room",0,240
2010,"CHENANGO","<UNKNOWN>","Inpatient",0,80
2010,"CHENANGO","<UNKNOWN>","Other",0,35
2010,"CHENANGO","<UNKNOWN>","Outpatient",0,955
2010,"CHENANGO","<UNKNOWN>","Professional",0,564
2010,"CHENANGO","CHILD HEALTH PLUS","Emergency Room",0,2613
2010,"CHENANGO","CHILD HEALTH PLUS","Inpatient",0,179
2010,"CHENANGO","CHILD HEALTH PLUS","Other",0,859
2010,"CHENANGO","CHILD HEALTH PLUS","Outpatient",0,4307
2010,"CHENANGO","CHILD HEALTH PLUS","Professional",0,8858
2010,"CHENANGO","COMMERCIAL","Emergency Room",0,30720
2010,"CHENANGO","COMMERCIAL","Emergency Room",1,36
2010,"CHENANGO","COMMERCIAL","Inpatient",0,11960
2010,"CHENANGO","COMMERCIAL","Inpatient",1,14
2010,"CHENANGO","COMMERCIAL","Other",0,22775
2010,"CHENANGO","COMMERCIAL","Outpatient",0,150837
2010,"CHENANGO","COMMERCIAL","Outpatient",1,31
2010,"CHENANGO","COMMERCIAL","Professional",0,202115
2010,"CHENANGO","COMMERCIAL","Professional",1,8
2010,"CHENANGO","DIRECT PAY HMO","Emergency Room",0,5
2010,"CHENANGO","DIRECT PAY HMO","Other",0,47
2010,"CHENANGO","DIRECT PAY HMO","Outpatient",0,60
2010,"CHENANGO","DIRECT PAY HMO","Professional",0,77
2010,"CHENANGO","DIRECT PAY POS","Emergency Room",0,19
2010,"CHENANGO","DIRECT PAY POS","Other",0,27
2010,"CHENANGO","DIRECT PAY POS","Outpatient",0,103
2010,"CHENANGO","DIRECT PAY POS","Professional",0,45
2010,"CHENANGO","FAMILY HEALTH PLUS","Emergency Room",0,107
2010,"CHENANGO","FAMILY HEALTH PLUS","Inpatient",0,104
2010,"CHENANGO","FAMILY HEALTH PLUS","Other",0,16
