"Year","BEST_CNTY_NAME","BSNS_SGMNT","Facility_visit","claim_type","total_count"
2010,"ALLEGANY","MEDICARE","Inpatient",0,100
2010,"ALLEGANY","MEDICARE","Inpatient",1,1
2010,"ALLEGANY","MEDICARE","Other",0,501
2010,"ALLEGANY","MEDICARE","Outpatient",0,1134
2010,"ALLEGANY","MEDICARE","Professional",0,3835
2010,"ALLEGANY","SSA","Emergency Room",0,10
2010,"ALLEGANY","SSA","Inpatient",0,3
2010,"ALLEGANY","SSA","Other",0,8
2010,"ALLEGANY","SSA","Outpatient",0,62
2010,"ALLEGANY","SSA","Professional",0,312
2010,"ALLEGANY","VALUMED","Emergency Room",0,6
2010,"ALLEGANY","VALUMED","Inpatient",0,3
2010,"ALLEGANY","VALUMED","Other",0,1
2010,"ALLEGANY","VALUMED","Outpatient",0,43
2010,"ALLEGANY","VALUMED","Professional",0,185
2010,"BRONX","<UNKNOWN>","Emergency Room",0,3
2010,"BRONX","<UNKNOWN>","Professional",0,19
2010,"BRONX","COMMERCIAL","Emergency Room",0,41
2010,"BRONX","COMMERCIAL","Inpatient",0,7
2010,"BRONX","COMMERCIAL","Other",0,20
2010,"BRONX","COMMERCIAL","Outpatient",0,79
2010,"BRONX","COMMERCIAL","Professional",0,713
2010,"BRONX","MEDICAID","Emergency Room",0,7
2010,"BRONX","MEDICAID","Outpatient",0,11
2010,"BRONX","MEDICAID","Professional",0,3
2010,"BRONX","MEDICARE","Professional",0,36
2010,"BRONX","SSA","Professional",0,17
2010,"BROOME","<UNKNOWN>","Emergency Room",0,86
2010,"BROOME","<UNKNOWN>","Inpatient",0,50
2010,"BROOME","<UNKNOWN>","Other",0,154
2010,"BROOME","<UNKNOWN>","Outpatient",0,364
2010,"BROOME","<UNKNOWN>","Professional",0,2032
2010,"BROOME","CHILD HEALTH PLUS","Emergency Room",0,1824
2010,"BROOME","CHILD HEALTH PLUS","Inpatient",0,67
2010,"BROOME","CHILD HEALTH PLUS","Other",0,1790
2010,"BROOME","CHILD HEALTH PLUS","Outpatient",0,2805
2010,"BROOME","CHILD HEALTH PLUS","Professional",0,21553
2010,"BROOME","COMMERCIAL","Emergency Room",0,26871
2010,"BROOME","COMMERCIAL","Emergency Room",1,5
2010,"BROOME","COMMERCIAL","Inpatient",0,3753
2010,"BROOME","COMMERCIAL","Inpatient",1,1
2010,"BROOME","COMMERCIAL","Other",0,49140
2010,"BROOME","COMMERCIAL","Outpatient",0,162524
2010,"BROOME","COMMERCIAL","Professional",0,703719
2010,"BROOME","COMMERCIAL","Professional",1,2
2010,"BROOME","DIRECT PAY HMO","Emergency Room",0,4
2010,"BROOME","DIRECT PAY HMO","Outpatient",0,56
2010,"BROOME","DIRECT PAY HMO","Professional",0,117
2010,"BROOME","DIRECT PAY POS","Emergency Room",0,5
2010,"BROOME","DIRECT PAY POS","Inpatient",0,8
2010,"BROOME","DIRECT PAY POS","Other",0,33
2010,"BROOME","DIRECT PAY POS","Outpatient",0,93
2010,"BROOME","DIRECT PAY POS","Professional",0,430
2010,"BROOME","FAMILY HEALTH PLUS","Emergency Room",0,2694
2010,"BROOME","FAMILY HEALTH PLUS","Emergency Room",1,5
2010,"BROOME","FAMILY HEALTH PLUS","Inpatient",0,177
2010,"BROOME","FAMILY HEALTH PLUS","Other",0,1885
2010,"BROOME","FAMILY HEALTH PLUS","Other",1,1
2010,"BROOME","FAMILY HEALTH PLUS","Outpatient",0,6997
2010,"BROOME","FAMILY HEALTH PLUS","Professional",0,23914
2010,"BROOME","HEALTHY NEW YORK","Emergency Room",0,261
2010,"BROOME","HEALTHY NEW YORK","Inpatient",0,37
2010,"BROOME","HEALTHY NEW YORK","Other",0,109
2010,"BROOME","HEALTHY NEW YORK","Outpatient",0,1729
2010,"BROOME","HEALTHY NEW YORK","Professional",0,6134
2010,"BROOME","HEALTHY NEW YORK","Professional",1,1
2010,"BROOME","MEDICAID","Emergency Room",0,29302
2010,"BROOME","MEDICAID","Emergency Room",1,17
2010,"BROOME","MEDICAID","Inpatient",0,2786
2010,"BROOME","MEDICAID","Inpatient",1,12
2010,"BROOME","MEDICAID","Other",0,12209
2010,"BROOME","MEDICAID","Outpatient",0,40195
2010,"BROOME","MEDICAID","Professional",0,169670
2010,"BROOME","MEDICAID","Professional",1,13
2010,"BROOME","MEDICARE","Emergency Room",0,5295
2010,"BROOME","MEDICARE","Emergency Room",1,2
2010,"BROOME","MEDICARE","Inpatient",0,2234
2010,"BROOME","MEDICARE","Other",0,13933
2010,"BROOME","MEDICARE","Outpatient",0,30391
2010,"BROOME","MEDICARE","Professional",0,112287
2010,"BROOME","MEDICARE","Professional",1,1
2010,"BROOME","SSA","Emergency Room",0,338
2010,"BROOME","SSA","Inpatient",0,52
2010,"BROOME","SSA","Other",0,389
2010,"BROOME","SSA","Outpatient",0,459
2010,"BROOME","SSA","Professional",0,16952
2010,"BROOME","VALUMED","Emergency Room",0,19
2010,"BROOME","VALUMED","Inpatient",0,5
2010,"BROOME","VALUMED","Other",0,15
2010,"BROOME","VALUMED","Outpatient",0,178
2010,"BROOME","VALUMED","Professional",0,532
2010,"CATTARAUGUS","<UNKNOWN>","Emergency Room",0,37
2010,"CATTARAUGUS","<UNKNOWN>","Inpatient",0,8
2010,"CATTARAUGUS","<UNKNOWN>","Other",0,19
2010,"CATTARAUGUS","<UNKNOWN>","Outpatient",0,8
2010,"CATTARAUGUS","<UNKNOWN>","Professional",0,308
2010,"CATTARAUGUS","CHILD HEALTH PLUS","Emergency Room",0,282
2010,"CATTARAUGUS","CHILD HEALTH PLUS","Inpatient",0,9
2010,"CATTARAUGUS","CHILD HEALTH PLUS","Other",0,146
2010,"CATTARAUGUS","CHILD HEALTH PLUS","Outpatient",0,264
2010,"CATTARAUGUS","CHILD HEALTH PLUS","Professional",0,2081
2010,"CATTARAUGUS","COMMERCIAL","Emergency Room",0,1582
2010,"CATTARAUGUS","COMMERCIAL","Inpatient",0,179
2010,"CATTARAUGUS","COMMERCIAL","Other",0,1309
2010,"CATTARAUGUS","COMMERCIAL","Outpatient",0,3344
2010,"CATTARAUGUS","COMMERCIAL","Professional",0,24275
2010,"CATTARAUGUS","DIRECT PAY HMO","Other",0,7
2010,"CATTARAUGUS","DIRECT PAY HMO","Outpatient",0,11
2010,"CATTARAUGUS","DIRECT PAY HMO","Professional",0,23
2010,"CATTARAUGUS","DIRECT PAY POS","Professional",0,1
2010,"CATTARAUGUS","FAMILY HEALTH PLUS","Emergency Room",0,576
2010,"CATTARAUGUS","FAMILY HEALTH PLUS","Inpatient",0,32
2010,"CATTARAUGUS","FAMILY HEALTH PLUS","Other",0,266
2010,"CATTARAUGUS","FAMILY HEALTH PLUS","Outpatient",0,893
2010,"CATTARAUGUS","FAMILY HEALTH PLUS","Professional",0,4558
2010,"CATTARAUGUS","HEALTHY NEW YORK","Emergency Room",0,238
2010,"CATTARAUGUS","HEALTHY NEW YORK","Inpatient",0,27
2010,"CATTARAUGUS","HEALTHY NEW YORK","Inpatient",1,1
2010,"CATTARAUGUS","HEALTHY NEW YORK","Other",0,46
2010,"CATTARAUGUS","HEALTHY NEW YORK","Outpatient",0,722
2010,"CATTARAUGUS","HEALTHY NEW YORK","Professional",0,3006
2010,"CATTARAUGUS","HEALTHY NEW YORK","Professional",1,2
2010,"CATTARAUGUS","HEALTHY NEW YORK PLUS","Outpatient",0,2
2010,"CATTARAUGUS","HEALTHY NEW YORK PLUS","Professional",0,2
2010,"CATTARAUGUS","MEDICAID","Emergency Room",0,3241
2010,"CATTARAUGUS","MEDICAID","Inpatient",0,283
2010,"CATTARAUGUS","MEDICAID","Inpatient",1,2
2010,"CATTARAUGUS","MEDICAID","Other",0,1619
2010,"CATTARAUGUS","MEDICAID","Outpatient",0,3701
2010,"CATTARAUGUS","MEDICAID","Professional",0,20456
2010,"CATTARAUGUS","MEDICAID","Professional",1,1
2010,"CATTARAUGUS","MEDICARE","Emergency Room",0,667
2010,"CATTARAUGUS","MEDICARE","Inpatient",0,357
2010,"CATTARAUGUS","MEDICARE","Other",0,1437
2010,"CATTARAUGUS","MEDICARE","Outpatient",0,3667
2010,"CATTARAUGUS","MEDICARE","Professional",0,13986
2010,"CATTARAUGUS","MEDICARE","Professional",1,1
2010,"CATTARAUGUS","SSA","Emergency Room",0,3
2010,"CATTARAUGUS","SSA","Inpatient",0,1
2010,"CATTARAUGUS","SSA","Outpatient",0,23
2010,"CATTARAUGUS","SSA","Professional",0,184
2010,"CATTARAUGUS","VALUMED","Emergency Room",0,2
2010,"CATTARAUGUS","VALUMED","Inpatient",0,2
2010,"CATTARAUGUS","VALUMED","Other",0,23
2010,"CATTARAUGUS","VALUMED","Outpatient",0,43
2010,"CATTARAUGUS","VALUMED","Professional",0,256
2010,"CAYUGA","<UNKNOWN>","Emergency Room",0,27
2010,"CAYUGA","<UNKNOWN>","Inpatient",0,51
2010,"CAYUGA","<UNKNOWN>","Other",0,47
2010,"CAYUGA","<UNKNOWN>","Outpatient",0,82
2010,"CAYUGA","<UNKNOWN>","Professional",0,1406
2010,"CAYUGA","CHILD HEALTH PLUS","Emergency Room",0,753
2010,"CAYUGA","CHILD HEALTH PLUS","Emergency Room",1,2
2010,"CAYUGA","CHILD HEALTH PLUS","Inpatient",0,57
2010,"CAYUGA","CHILD HEALTH PLUS","Other",0,447
2010,"CAYUGA","CHILD HEALTH PLUS","Outpatient",0,1994
2010,"CAYUGA","CHILD HEALTH PLUS","Professional",0,9492
2010,"CAYUGA","COMMERCIAL","Emergency Room",0,9196
2010,"CAYUGA","COMMERCIAL","Emergency Room",1,3
2010,"CAYUGA","COMMERCIAL","Inpatient",0,1416
2010,"CAYUGA","COMMERCIAL","Inpatient",1,3
2010,"CAYUGA","COMMERCIAL","Other",0,19751
2010,"CAYUGA","COMMERCIAL","Outpatient",0,37365
2010,"CAYUGA","COMMERCIAL","Professional",0,252833
2010,"CAYUGA","COMMERCIAL","Professional",1,2
2010,"CAYUGA","DIRECT PAY HMO","Inpatient",0,1
2010,"CAYUGA","DIRECT PAY HMO","Other",0,5
2010,"CAYUGA","DIRECT PAY HMO","Outpatient",0,15
2010,"CAYUGA","DIRECT PAY HMO","Professional",0,125
2010,"CAYUGA","DIRECT PAY POS","Emergency Room",0,8
2010,"CAYUGA","DIRECT PAY POS","Inpatient",0,5
2010,"CAYUGA","DIRECT PAY POS","Other",0,29
2010,"CAYUGA","DIRECT PAY POS","Outpatient",0,22
2010,"CAYUGA","DIRECT PAY POS","Professional",0,194
2010,"CAYUGA","FAMILY HEALTH PLUS","Other",0,1
2010,"CAYUGA","FAMILY HEALTH PLUS","Outpatient",0,1
2010,"CAYUGA","FAMILY HEALTH PLUS","Professional",0,4
2010,"CAYUGA","HEALTHY NEW YORK","Emergency Room",0,99
2010,"CAYUGA","HEALTHY NEW YORK","Inpatient",0,16
2010,"CAYUGA","HEALTHY NEW YORK","Other",0,59
2010,"CAYUGA","HEALTHY NEW YORK","Outpatient",0,456
2010,"CAYUGA","HEALTHY NEW YORK","Professional",0,2767
2010,"CAYUGA","MEDICAID","Emergency Room",0,28
2010,"CAYUGA","MEDICAID","Inpatient",0,7
2010,"CAYUGA","MEDICAID","Other",0,18
2010,"CAYUGA","MEDICAID","Outpatient",0,65
2010,"CAYUGA","MEDICAID","Professional",0,218
2010,"CAYUGA","MEDICARE","Emergency Room",0,1190
2010,"CAYUGA","MEDICARE","Inpatient",0,551
2010,"CAYUGA","MEDICARE","Other",0,4917
2010,"CAYUGA","MEDICARE","Outpatient",0,4049
2010,"CAYUGA","MEDICARE","Professional",0,29232
2010,"CAYUGA","SSA","Emergency Room",0,164
2010,"CAYUGA","SSA","Inpatient",0,18
2010,"CAYUGA","SSA","Other",0,255
2010,"CAYUGA","SSA","Outpatient",0,371
2010,"CAYUGA","SSA","Professional",0,7629
2010,"CAYUGA","VALUMED","Emergency Room",0,8
2010,"CAYUGA","VALUMED","Inpatient",0,6
2010,"CAYUGA","VALUMED","Other",0,6
2010,"CAYUGA","VALUMED","Outpatient",0,29
2010,"CAYUGA","VALUMED","Professional",0,207
2010,"CHAUTAUQUA","<UNKNOWN>","Emergency Room",0,42
2010,"CHAUTAUQUA","<UNKNOWN>","Other",0,31
2010,"CHAUTAUQUA","<UNKNOWN>","Outpatient",0,22
2010,"CHAUTAUQUA","<UNKNOWN>","Professional",0,606
2010,"CHAUTAUQUA","CHILD HEALTH PLUS","Emergency Room",0,77
2010,"CHAUTAUQUA","CHILD HEALTH PLUS","Other",0,31
2010,"CHAUTAUQUA","CHILD HEALTH PLUS","Outpatient",0,111
2010,"CHAUTAUQUA","CHILD HEALTH PLUS","Professional",0,662
2010,"CHAUTAUQUA","COMMERCIAL","Emergency Room",0,4864
2010,"CHAUTAUQUA","COMMERCIAL","Emergency Room",1,1
2010,"CHAUTAUQUA","COMMERCIAL","Inpatient",0,612
2010,"CHAUTAUQUA","COMMERCIAL","Inpatient",1,3
2010,"CHAUTAUQUA","COMMERCIAL","Other",0,5391
2010,"CHAUTAUQUA","COMMERCIAL","Outpatient",0,18328
2010,"CHAUTAUQUA","COMMERCIAL","Professional",0,83003
2010,"CHAUTAUQUA","COMMERCIAL","Professional",1,6
2010,"CHAUTAUQUA","DIRECT PAY HMO","Emergency Room",0,8
2010,"CHAUTAUQUA","DIRECT PAY HMO","Other",0,1
2010,"CHAUTAUQUA","DIRECT PAY HMO","Outpatient",0,42
2010,"CHAUTAUQUA","DIRECT PAY HMO","Professional",0,125
2010,"CHAUTAUQUA","DIRECT PAY POS","Inpatient",0,1
2010,"CHAUTAUQUA","DIRECT PAY POS","Other",0,4
2010,"CHAUTAUQUA","DIRECT PAY POS","Outpatient",0,29
2010,"CHAUTAUQUA","DIRECT PAY POS","Professional",0,119
2010,"CHAUTAUQUA","FAMILY HEALTH PLUS","Emergency Room",0,111
2010,"CHAUTAUQUA","FAMILY HEALTH PLUS","Emergency Room",1,1
2010,"CHAUTAUQUA","FAMILY HEALTH PLUS","Inpatient",0,6
2010,"CHAUTAUQUA","FAMILY HEALTH PLUS","Other",0,59
2010,"CHAUTAUQUA","FAMILY HEALTH PLUS","Outpatient",0,268
2010,"CHAUTAUQUA","FAMILY HEALTH PLUS","Professional",0,876
2010,"CHAUTAUQUA","HEALTHY NEW YORK","Emergency Room",0,356
2010,"CHAUTAUQUA","HEALTHY NEW YORK","Inpatient",0,72
2010,"CHAUTAUQUA","HEALTHY NEW YORK","Other",0,147
2010,"CHAUTAUQUA","HEALTHY NEW YORK","Outpatient",0,2436
2010,"CHAUTAUQUA","HEALTHY NEW YORK","Professional",0,7194
2010,"CHAUTAUQUA","HEALTHY NEW YORK","Professional",1,1
2010,"CHAUTAUQUA","HEALTHY NEW YORK PLUS","Outpatient",0,5
2010,"CHAUTAUQUA","HEALTHY NEW YORK PLUS","Professional",0,10
2010,"CHAUTAUQUA","MEDICAID","Emergency Room",0,1118
2010,"CHAUTAUQUA","MEDICAID","Emergency Room",1,1
2010,"CHAUTAUQUA","MEDICAID","Inpatient",0,68
2010,"CHAUTAUQUA","MEDICAID","Other",0,568
2010,"CHAUTAUQUA","MEDICAID","Outpatient",0,1389
2010,"CHAUTAUQUA","MEDICAID","Professional",0,5462
2010,"CHAUTAUQUA","MEDICAID","Professional",1,2
2010,"CHAUTAUQUA","MEDICARE","Emergency Room",0,2320
2010,"CHAUTAUQUA","MEDICARE","Emergency Room",1,1
2010,"CHAUTAUQUA","MEDICARE","Inpatient",0,1152
2010,"CHAUTAUQUA","MEDICARE","Inpatient",1,2
2010,"CHAUTAUQUA","MEDICARE","Other",0,5778
2010,"CHAUTAUQUA","MEDICARE","Outpatient",0,17095
2010,"CHAUTAUQUA","MEDICARE","Professional",0,57620
2010,"CHAUTAUQUA","MEDICARE","Professional",1,6
2010,"CHAUTAUQUA","SSA","Emergency Room",0,15
2010,"CHAUTAUQUA","SSA","Inpatient",0,3
2010,"CHAUTAUQUA","SSA","Other",0,18
2010,"CHAUTAUQUA","SSA","Outpatient",0,100
2010,"CHAUTAUQUA","SSA","Professional",0,374
2010,"CHAUTAUQUA","VALUMED","Emergency Room",0,5
2010,"CHAUTAUQUA","VALUMED","Inpatient",0,5
2010,"CHAUTAUQUA","VALUMED","Other",0,5
2010,"CHAUTAUQUA","VALUMED","Outpatient",0,166
2010,"CHAUTAUQUA","VALUMED","Professional",0,390
2010,"CHEMUNG","<UNKNOWN>","Emergency Room",0,58
2010,"CHEMUNG","<UNKNOWN>","Inpatient",0,17
2010,"CHEMUNG","<UNKNOWN>","Other",0,79
2010,"CHEMUNG","<UNKNOWN>","Outpatient",0,72
2010,"CHEMUNG","<UNKNOWN>","Professional",0,889
2010,"CHEMUNG","CHILD HEALTH PLUS","Emergency Room",0,849
2010,"CHEMUNG","CHILD HEALTH PLUS","Inpatient",0,39
2010,"CHEMUNG","CHILD HEALTH PLUS","Other",0,489
2010,"CHEMUNG","CHILD HEALTH PLUS","Outpatient",0,1570
2010,"CHEMUNG","CHILD HEALTH PLUS","Professional",0,7386
2010,"CHEMUNG","COMMERCIAL","Emergency Room",0,11154
2010,"CHEMUNG","COMMERCIAL","Emergency Room",1,9
2010,"CHEMUNG","COMMERCIAL","Inpatient",0,1625
2010,"CHEMUNG","COMMERCIAL","Inpatient",1,2
2010,"CHEMUNG","COMMERCIAL","Other",0,17311
2010,"CHEMUNG","COMMERCIAL","Other",1,1
2010,"CHEMUNG","COMMERCIAL","Outpatient",0,41196
2010,"CHEMUNG","COMMERCIAL","Professional",0,187365
2010,"CHEMUNG","COMMERCIAL","Professional",1,4
2010,"CHEMUNG","DIRECT PAY POS","Emergency Room",0,3
2010,"CHEMUNG","DIRECT PAY POS","Other",0,6
2010,"CHEMUNG","DIRECT PAY POS","Outpatient",0,47
2010,"CHEMUNG","DIRECT PAY POS","Professional",0,201
2010,"CHEMUNG","FAMILY HEALTH PLUS","Emergency Room",0,1887
2010,"CHEMUNG","FAMILY HEALTH PLUS","Emergency Room",1,1
2010,"CHEMUNG","FAMILY HEALTH PLUS","Inpatient",0,156
2010,"CHEMUNG","FAMILY HEALTH PLUS","Other",0,776
2010,"CHEMUNG","FAMILY HEALTH PLUS","Outpatient",0,3501
2010,"CHEMUNG","FAMILY HEALTH PLUS","Professional",0,11762
2010,"CHEMUNG","FAMILY HEALTH PLUS","Professional",1,1
2010,"CHEMUNG","HEALTHY NEW YORK","Emergency Room",0,121
2010,"CHEMUNG","HEALTHY NEW YORK","Inpatient",0,22
2010,"CHEMUNG","HEALTHY NEW YORK","Other",0,42
2010,"CHEMUNG","HEALTHY NEW YORK","Outpatient",0,847
2010,"CHEMUNG","HEALTHY NEW YORK","Professional",0,3287
2010,"CHEMUNG","HEALTHY NEW YORK PLUS","Emergency Room",0,1
2010,"CHEMUNG","HEALTHY NEW YORK PLUS","Inpatient",0,3
2010,"CHEMUNG","HEALTHY NEW YORK PLUS","Outpatient",0,5
2010,"CHEMUNG","HEALTHY NEW YORK PLUS","Professional",0,34
2010,"CHEMUNG","MEDICAID","Emergency Room",0,23
2010,"CHEMUNG","MEDICAID","Inpatient",0,5
2010,"CHEMUNG","MEDICAID","Other",0,7
2010,"CHEMUNG","MEDICAID","Outpatient",0,18
2010,"CHEMUNG","MEDICAID","Professional",0,86
2010,"CHEMUNG","MEDICARE","Emergency Room",0,2885
2010,"CHEMUNG","MEDICARE","Emergency Room",1,1
2010,"CHEMUNG","MEDICARE","Inpatient",0,1560
2010,"CHEMUNG","MEDICARE","Other",0,10372
2010,"CHEMUNG","MEDICARE","Outpatient",0,17950
2010,"CHEMUNG","MEDICARE","Professional",0,74646
2010,"CHEMUNG","SSA","Emergency Room",0,666
2010,"CHEMUNG","SSA","Inpatient",0,88
2010,"CHEMUNG","SSA","Inpatient",1,1
2010,"CHEMUNG","SSA","Other",0,713
2010,"CHEMUNG","SSA","Outpatient",0,955
2010,"CHEMUNG","SSA","Professional",0,19133
2010,"CHEMUNG","SSA","Professional",1,1
2010,"CHEMUNG","VALUMED","Emergency Room",0,14
2010,"CHEMUNG","VALUMED","Inpatient",0,5
2010,"CHEMUNG","VALUMED","Other",0,6
2010,"CHEMUNG","VALUMED","Outpatient",0,67
2010,"CHEMUNG","VALUMED","Professional",0,334
2010,"CHENANGO","<UNKNOWN>","Emergency Room",0,43
2010,"CHENANGO","<UNKNOWN>","Inpatient",0,7
2010,"CHENANGO","<UNKNOWN>","Other",0,23
2010,"CHENANGO","<UNKNOWN>","Outpatient",0,234
2010,"CHENANGO","<UNKNOWN>","Professional",0,282
2010,"CHENANGO","CHILD HEALTH PLUS","Emergency Room",0,966
2010,"CHENANGO","CHILD HEALTH PLUS","Inpatient",0,18
2010,"CHENANGO","CHILD HEALTH PLUS","Other",0,363
2010,"CHENANGO","CHILD HEALTH PLUS","Outpatient",0,1733
2010,"CHENANGO","CHILD HEALTH PLUS","Professional",0,6439
2010,"CHENANGO","COMMERCIAL","Emergency Room",0,8077
2010,"CHENANGO","COMMERCIAL","Emergency Room",1,7
2010,"CHENANGO","COMMERCIAL","Inpatient",0,901
2010,"CHENANGO","COMMERCIAL","Inpatient",1,1
2010,"CHENANGO","COMMERCIAL","Other",0,11911
2010,"CHENANGO","COMMERCIAL","Outpatient",0,37913
2010,"CHENANGO","COMMERCIAL","Outpatient",1,1
2010,"CHENANGO","COMMERCIAL","Professional",0,125291
2010,"CHENANGO","COMMERCIAL","Professional",1,6
2010,"CHENANGO","DIRECT PAY HMO","Emergency Room",0,2
2010,"CHENANGO","DIRECT PAY HMO","Other",0,9
2010,"CHENANGO","DIRECT PAY HMO","Outpatient",0,11
2010,"CHENANGO","DIRECT PAY HMO","Professional",0,53
2010,"CHENANGO","DIRECT PAY POS","Emergency Room",0,3
2010,"CHENANGO","DIRECT PAY POS","Other",0,21
2010,"CHENANGO","DIRECT PAY POS","Outpatient",0,20
2010,"CHENANGO","DIRECT PAY POS","Professional",0,31
2010,"CHENANGO","FAMILY HEALTH PLUS","Emergency Room",0,33
2010,"CHENANGO","FAMILY HEALTH PLUS","Inpatient",0,6
2010,"CHENANGO","FAMILY HEALTH PLUS","Other",0,9
2010,"CHENANGO","FAMILY HEALTH PLUS","Outpatient",0,104
